fy_rec'd,epa_file_#,summary_status,_merge,named_entity,clean_date_received,recent_status_date,time_difference,detailed_status,primary_status_map,simplified_status,compare_statuses,reason_for_rejection_if_applicable,presidential_administration,environmental_justice_issue_cited,city,state,zip_code,community_impacted,referred_agency,is_unique,filed_by_a_lawyer,group_filing,filed_on_behalf_of,epa_initiated_compliance_review,complaint_about_environmental_justice_matter,notes_on_ej_categorization,more_than_one_complaint,total_related_complaints,related_complaint_numbers,complaint_link,notes,additional_notes,disc_basis_1,disc_basis_2,related_documents,origin,final_adjudication_&_reason,disc_basis_3,disc_basis_4,disc_basis_5
,06R-00-R2,,,New York City Dept. of Sanitation,2000-07-24,2001-09-27,430.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, low income,,cpi,Denied - Untimely,,,
,06R-01-R9,,,Hawaii Dept. of Land and Natural Resources,2001-04-15,2001-10-15,183.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, national origin,,cpi,Denied - Moot,,,
,06R-02-R6,,,New Mexico Environment Dept.,2002-07-23,2006-07-26,1464.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Dismissed,,,
,06R-03-R4,,,"Alabama Dept. of Environmental Management, Tallapoosa County Commission",2003-09-03,2005-09-07,735.0,,pending,,,,,,,,,,,,,,,,,,,,,,,,race, income,,cpi,Pending,,,
,06R-04-R4,,,Atlanta Housing Authority,2004-05-24,2006-05-10,716.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,cpi,"Denied - Financial, Untimely",,,
,06R-05-R6,,,Texas Railroad Commission,2005-05-23,,,,rejected,,,,,,,,,,US Transportation Department,,,,,,,,,,,,,,race,,,cpi,Denied - Financial,,,
,06R-06-R4,,,"U.S. Army Corps of Engineers, Tennessee Dept. of Environment & Conservation",2006-06-23,2008-04-29,676.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,cpi,Denied - Claims,,,
,06R-07-R9,,,Arizona Dept. of Environmental Quality,2007-07-11,2008-05-27,321.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Denied - Untimely,,,
,06R-08-R9,,,Maricopa County Air Quality Dept.,2008-08-15,2009-01-27,165.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Denied - Claims,,,
,06R-09-R9,,,Maricopa County Air Quality Dept.,2009-08-12,2010-05-20,281.0,,rejected,,,,,,,,,,EPA's Enforcement and Compliance National Compliance Monitoring Program ,,,,,,,,,,,,,,race,,,cpi,Dismissed,,,
,06R-10-R10,,,"U.S. Army Corps of Engineers, City of Salem",2009-12-01,2010-06-15,196.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,low income,,,cpi,Denied - Untimely,,,
,06R-11-R9,,,City of Phoenix,2011-07-11,2013-04-25,654.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Denied - Moot,,,
,06R-13-R2,,,U.S. Coast Guard,2013-02-18,2013-09-19,213.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Denied - Claims,,,
,06R-97-R6,,,"Hardage Site Remedy Corporation, Hardage Steering Committee, Hardage Criner Landfill",1997-04-28,1997-07-02,65.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, national origin,,cpi,Denied - Financial,,,
,06R-98-R3,,,Virginia Dept. of Environmental Quality,1998-05-28,1998-08-10,74.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, low income,,cpi,"Denied - Financial, Untimely",,,
,06R-99-R4,,,North Carolina Dept. of Environment & Natural Resources,1999-03-16,1999-07-26,132.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Denied - Financial,,,
,07H-02-R4,,,Lowndes County Board of Supervisors,2002-06-07,2004-08-12,797.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,disability,,,cpi,Denied - Financial,,,
,07R-00-R2,,,New York City Dept. of Sanitation,2000-07-24,2001-09-27,430.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Denied - Untimely,,,
,07R-01-R6,,,,2001-04-04,2002-03-01,331.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,cpi,Denied - Claims,,,
,07R-03-R6,,,Texas Commission on Environmental Quality,2003-09-12,2004-06-15,277.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, income,,cpi,Denied - Untimely,,,
,07R-04-R6,,,City of Houston,2004-08-31,2005-04-01,213.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,cpi,Denied - Claims,,,
,07R-05-R9,,,"California EPA, Dept. of Toxic Substances Control ",2005-06-11,2010-03-26,1749.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, low income,,cpi,Dismissed - Moot,,,
,07R-06-R4,,,City of Clarksville,2006-06-23,2008-04-29,676.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Denied - Claims,,,
,07R-07-R6,,,Veolia Environmental Services,2007-07-17,2008-02-14,212.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, low income,,cpi,Denied - Financial,,,
,07R-08-R6,,,Galveston County Health District,2008-06-24,2012-09-28,1557.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Dismissed,,,
,07R-09-R2,,,New York City Dept. of Environmental Protection,2009-04-11,2010-02-18,313.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Denied - Untimely,,,
,07R-11-R4,,,Georgia Dept. of Corrections ,2011-05-13,2012-02-21,284.0,,rejected and referred,,,,,,,,,,"US Justice Department, Georgia Public Service Commission ",,,,,,,,,,,,,,race,,,cpi,Closed - Referred,,,
,07R-12-R4,,,North Carolina Dept. of Environmental & Natural Resources,2012-04-03,2013-07-23,476.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,cpi,Denied- Claims,,,
,07R-13-R9,,,Methodist Hospital,2013-02-03,2013-12-20,320.0,,rejected and referred,,,,,,,,,,US Health and Human Services,,,,,,,,,,,,,,national origin, disability,,cpi,"Denied - Financial, Referred", retaliation,,
,07R-97-R6,,,Texas Natural Resource Conservation Commission ,1997-04-28,1997-07-24,87.0,,rejected,,,,,,,,,,EPA's Office of Enforcement and Compliance Assurance and Office of International Activities,,,,,,,,,,,,,,race, color,,cpi,Denied - Untimely, national origin, income,
,07R-98-R6,,,Louisiana Dept. of Environmental Quality,1998-06-08,2005-04-18,2506.0,,resolved: agreement,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Closed - Settlement,,,
,07R-99-R7,,,EPA Region 7,1999-03-23,1999-08-04,134.0,,rejected,,,,,,,,,,EPA's Office of Environmental Justice,,,,,,,,,,,,,,race,,,cpi,Denied - Financial,,,
,08R-00-R4,,,White House Council on Environmental Quality,2000-03-30,2000-10-30,214.0,,rejected,,,,,,,,,,EPA's Office of Environmental Justice,,,,,,,,,,,,,,race,,,cpi,Denied - Financial,,,
,08R-01-R5,,,Michigan Dept. of Environmental Quality,2001-06-25,2006-06-23,1824.0,,resolved: agreement,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Closed - Informally Resolved,,,
,08R-02-R5,,,,2000-01-11,2004-08-17,1680.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,"Denied - Financial, Claims",,,
,08R-03-R9,,,Siskiyou County Air Pollution Control District,2003-09-24,2009-03-11,1995.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, color,,cpi,Dismissed without prejudice, national origin,,
,08R-04-R5,,,Michigan Dept. of Environmental Quality,2004-06-04,2005-11-15,529.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,income, education,,cpi,"Denied - Financial, Claims",,,
,08R-05-R4,,,"Tennessee Dept. of Environment & Conservation, City of Clarksville",2005-05-17,2005-11-15,182.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,cpi,Denied - Claims,,,
,08R-06-R4,,,City of Clarksville,2006-06-20,2007-12-22,550.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,cpi,Denied - Claims,,,
,08R-07-R6,,,,2006-10-27,2008-05-27,578.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,cpi,"Denied - Financial, Claims",,,
,08R-09-R4,,,"South Carolina Dept. of Health & Enviornmental Control, City of Charleston",2009-02-24,2010-05-04,434.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,cpi,Denied - Claims,,,
,08R-10-R5,,,,2010-04-08,2010-07-23,106.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, income,,cpi,Denied - Claims,,,
,08R-11-R4,,,"Florida Dept. of Environmental Protection, City of Brooksville",2011-06-19,2012-04-25,311.0,,rejected and referred,,,,,,,,,,US Health and Human Services,,,,,,,,,,,,,,race,,,cpi,"Denied - Financial, Claims, Referred",,,
,08R-12-R5,,,City of Huntington Board of Public Works & Safety,2011-06-05,2012-09-26,479.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,cpi,"Denied - Financial, Claims",,,
,08R-97-R9,,,California EPA Dept. of Toxic Substances Control,1997-06-05,1997-09-11,98.0,,pending,,,,,,,,,,,,,,,,,,,,,,,,race, color,,cpi,Pending, national origin,,
,08R-98-R3,,,"Virgina State Water Control Board, Virginia Dept. of Environmental Quality",1998-06-16,1999-07-18,397.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, national origin,,cpi,Dismissed without prejudice,,,
,08R-99-R2,,,,1999-03-08,2001-11-01,969.0,,rejected and referred,,,,,,,,,,US Department of Health and Human Services,,,,,,,,,,,,,,,,,cpi,Closed - Referred,,,
,09R-00-R9,,,Arizona Dept. of Environmental Quality ,2000-08-07,2003-04-30,996.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Dismissed,,,
,09R-01-R4,,,"Alabama Dept. of Environmental Management, Houston County Health Dept.",,2001-10-31,,,rejected and referred,,,,,,,,,,EPA's Office of Environmental Justice,,,,,,,,,,,,,,race,,,cpi,"Denied - Untimely, Referred",,,
,09R-02-R6,,,New Mexico Environment Dept.,2002-09-12,2005-06-27,1019.0,,pending,,,,,,,,,,,,,,,,,,,,,,,,race, color,,cpi,Pending, national origin,,
,09R-03-R6,,,"University of California, National Nuclear Security Administration, Los Alamos National Laboratory",2003-09-25,2004-02-03,131.0,,rejected and referred,,,,,,,,,,US Education Department,,,,,,,,,,,,,,race, national origin,,cpi,Closed - Referred, income,,
,09R-04-R7,,,"Linn County Dept. of Public Health, Robins Board of Supervisors",2003-10-03,2006-12-22,1176.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,disability,,,cpi,Denied - Untimely,,,
,09R-05-R4,,,Georgia Dept. of Corrections. Fulton County Board of Commissioners,2005-01-06,2006-02-16,406.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,"Denied - Financial, Claims, Untimely",,,
,09R-06-R4,,,Western Wake Parnership,2006-06-29,2007-11-21,510.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, income,,cpi,Denied - Untimely,,,
,09R-07-R2,,,New York City Dept. of Environmental Protection,2007-08-13,2010-03-26,956.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, income,,cpi,Dismissed, age,,
,09R-09-R6,,,City of Baton Rouge,2009-10-01,2012-09-28,1093.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,cpi,Dismissed without prejudice; Denied - Untimely,,,
,09R-11-R10,,,"Washington Department of Ecology, City of Quincy, Quincy Port District",2011-03-11,2012-08-02,510.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Dismissed without prejudice,,,
,09R-12-R9,,,California Air Resources Board,2012-06-08,2012-07-12,34.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Denied - Untimely,,,
,09R-13-R6,,,Lott Realty Company,2013-02-18,2013-09-30,224.0,,rejected and referred,,,,,,,,,,US Housing and Urban Development,,,,,,,,,,,,,,,,,cpi,"Denied - Financial, Referred",,,
,09R-97-R4,,,"South Carolina Dept. of Environmental Control, Newberry County",1997-02-07,1997-10-28,263.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,"Denied - Financial, Claims",,,
,09R-98-R5,,,"Michigan Dept. of Environmental Quality, Central Wayne Energy Recovery Limited Partnership ",1998-06-27,1999-04-01,278.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Denied - Untimely,,,
,09R-99-R4,,,"North Carolina Department of Transportation, City of Mebane",1999-02-10,1999-08-13,184.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Denied - Financial,,,
,09S-10-R10,,,Teledyne Wah Chang,2010-03-21,2010-05-06,46.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,sex,,,cpi,"Denied - Financial, Untimely",,,
,10D-06-R1,,,City of Stamford,2006-07-28,2007-12-22,512.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,rage, age ,,cpi,Denied - Financial,,,
,10D-10-R3,,,Pennsylvania Dept. of Environmental Protection,2010-04-21,2011-05-02,376.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,disability,,,cpi,Dismissed,,,
,10D-13-R5,,,Illinois Dept. of Public Health,2012-06-22,2014-03-27,643.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,cpi,Denied - Claims,,,
,10Nr-11-R6,,,Southwest Research Institute,2011-09-06,2012-07-02,300.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,national origin,,,cpi,Denied - Financial,,,
,10R-00-R5,,,"Cuyahoga County Commission, City of Cleveland, Cleveland City Council",2000-10-02,2001-03-23,172.0,,rejected and referred,,,,,,,,,,US Justice Department,,,,,,,,,,,,,,race, income,,cpi,Closed - Referred,,,
,10R-01-R9,,,"California Air Resources Board, Bay Area Air Quality Management District",2001-09-07,2001-11-21,75.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Denied - Moot,,,
,10R-02-R4,,,USFilter Kruger Products,2002-10-07,2003-01-30,115.0,,rejected,,,,,,,,,,"Raleigh Office of EEOC, which was already considering the complaint. ",,,,,,,,,,,,,,race, age,,cpi,Denied - Financial, retaliation,,
,10R-03-R5,,,"Ohio EPA, Environmental Review Appeals Commission",2003-08-26,2005-08-16,721.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,"Denied - Financial, Untimely",,,
,10R-04-R3,,,Pennsylvania Dept. of Agriculture,2004-07-03,2005-10-20,474.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,cpi,"Denied - Financial, Untimely",,,
,10R-05-R6,,,City of Elgin,2005-06-02,2006-06-21,384.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,retaliation,,,cpi,Denied - Claims,,,
,10R-07-R9,,,Maricopa County Air Quality Dept.,2007-09-21,2012-07-17,1761.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Dismissed,,,
,10R-09-R4,,,"South Carolina State Ports Authority, South Carolina Dept. Health & Environmental Control, South Carolina Dept. of Transportation",2009-08-13,2010-03-30,229.0,,rejected and referred,,,,,,,,,,Federal Highway Administration,,,,,,,,,,,,,,race,,,cpi,Closed - Referred,,,
,10R-12-R9,,,,2011-08-26,2012-12-18,480.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, income,,cpi,Dismissed without prejudice,,,
,10R-13-R5,,,Saginaw County Board of Commissioners,,2013-04-16,,,rejected,,,,,,,,,,US Justice Department,,,,,,,,,,,,,,race,,,cpi,Denied - Financial,,,
,10R-97-R9,,,"California Air Resources Board, California South Coast Air Quality Management District",1997-07-23,2001-11-15,1576.0,,closed: complaint withdrawn,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Closed - Withdrawn,,,
,10R-98-R2,,,"New York Dept. of Environmental Conservation, New York City Dept. of Sanitation ",1998-05-26,1999-03-12,290.0,,pending,,,,,,,,,,,,,,,,,,,,,,,,race, income,,cpi,Pending,,,
,10R-99-R4,,,City of Rocky Mount,1999-01-11,1999-07-30,200.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,"Denied - Financial, Untimely",,,
,11D-13-R9,,,Public Utilities Commission of Nevada,2012-09-25,2013-12-20,451.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,disability,,,cpi,Denied - Financial,,,
,11R-00-R5,,,"Summit County Health Department, City of Twinsburg",1999-12-12,2001-12-27,746.0,,rejected,,,,,,,,,,US Justice Department,,,,,,,,,,,,,,race,,,cpi,"Denied - Financial, Claims",,,
,11R-01-R9,,,Maricopa County Environmental Services Dept.,2001-08-17,2002-09-13,392.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Dismissed,,,
,11R-04-R5,,,Wisconsin Dept. of Natural Resources,2004-10-21,2005-11-15,390.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,cpi,Dismissed without prejudice,,,
,11R-05-R6,,,W.L. Hailey subcontractor,2005-06-30,2006-08-21,417.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, sex,,cpi,"Denied - Financial, Claims, Untimely",,,
,11R-07-R4,,,Marion County Environmental Services,2007-05-20,2007-12-31,225.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Denied - Financial,,,
,11R-09-R9,,,"California Energy Commission, San Joaquin Valley Unified Air Pollution Control District",2009-10-15,2013-02-01,1205.0,,resolved: agreement,,,,,,,,,,Department of Energy ; EPA's Office of Environmental Justice and EPA Region 9,,,,,,,,,,,,,,race, national origin,,cpi,Closed - Agreement, low income,,
,11R-10-R6,,,City of Houston Parks and Recreation Dept. ,2010-04-20,2010-07-09,80.0,,rejected and referred,,,,,,,,,,US Interior Department,,,,,,,,,,,,,,race, income,,cpi,"Denied - Financial, Referred",,,
,11R-11-R4,,,Florida Dept. of Environmental Protection,2011-11-30,2013-01-14,411.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Dismissed Without Prejudice,,,
,11R-97-R9,,,California EPA Dept.of Toxic Substances Control,1997-08-07,1997-10-28,82.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, color,,cpi,Denied - Untimely, national origin,,
,11R-98-R9,,,"Arizona Dept. of Environmental Quality, Arizona Air Pollution Control Board ",1998-10-06,2001-12-11,1162.0,,pending,,,,,,,,,,,,,,,,,,,,,,,,race, income,,cpi,Pending, age,,
,11R-99-R6,,,"EPA Region 6, Texas Natural Resources Conservation Commission, City of San Antonio",1999-04-30,2002-11-21,1301.0,,rejected,,,,,,,,,,EPA's Office of Environmental Justice,,,,,,,,,,,,,,race, national origin,,cpi,Dismissed,,,
,12D-09-R8,,,City of Rapid City,2008-10-17,2011-09-06,1054.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,disability,,,cpi,Dismissed,,,
,12R-00-R1,,,HADCO Corporation,2000-09-28,2000-12-05,68.0,,rejected,,,,,,,,,,"US Labor Department, Occupational Safety and Health Administration",,,,,,,,,,,,,,,,,cpi,Denied - Financial,,,
,12R-04-R9,,,"San Francisco County, San Francisco Redevelopment Agency",2004-10-20,2010-12-03,2235.0,,rejected and referred,,,,,,,,,,Department of Navy,,,,,,,,,,,,,,race, income,,cpi,Closed - Referred,,,
,12R-05-R9,,,"California EPA, Dept. of Toxic Substance Control, Contra Costa County County Public Health Dept.",2005-07-14,2008-03-28,988.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, sex,,cpi,Dismissed, disability,,
,12R-06-R9,,,Southern California Gas Company ,2006-08-14,2009-06-14,1035.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, national origin,,cpi,Dismissed, low income,,
,12R-07-R4,,,Marion County Environmental Services,2007-06-20,2007-12-31,194.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,cpi,Denied - Financial,,,
,12R-12-R4,,,"Alabama Dept. of Corrections, Barbour County Water System",2012-08-07,2013-01-14,160.0,,rejected,,,,,,,,,,DOJ Civil Rights Division,,,,,,,,,,,,,,inmate,,,cpi,"Denied - Financial, Claims",,,
,12R-13-R4,,,Alabama Dept. of Environmental Management,2013-05-30,2013-06-27,28.0,,pending,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Pending,,,
,12R-97-R3,,,City of Hampton,1997-10-15,1997-12-01,47.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,"Denied - Financial, Claims, Untimely",,,
,12R-98-R5,,,Michigan Dept. of Environmental Quality ,1998-10-21,1999-02-18,120.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,"Denied - Financial, Claims",,,
,12R-99-R4,,,North Carolina Dept. of Environment & Natural Resources,1999-05-04,2003-11-03,1644.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Dismissed without prejudice,,,
,12Rr-10-R10,,,"Oregon Land Use Board of Appeals, City of Rouge River, Jackson County",2009-05-18,2010-06-23,401.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,"Denied - Financial, Claims",,,
,13R-00-R6,,,,2000-09-28,2001-07-10,285.0,,rejected,,,,,,,,,,EPA Office of Environmental Justice,,,,,,,,,,,,,,race,,,cpi,"Denied - Financial, Claims",,,
,13R-04-R9,,,Bay Area Air Quality Management,,2012-04-23,,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Dismissed,,,
,13R-05-R6,,,"Texas Commission on Environmental Quality, El Paso City County Health Dept.",2005-10-18,2006-08-25,311.0,,closed: complaint withdrawn,,,,,,,,,,,,,,,,,,,,,,,,race, national origin,,cpi,Closed - Withdrawn, religion,,
,13R-06-R4,,,Alabama Dept. of Environmental Management,2006-08-08,2011-09-23,1872.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Dismissed without prejudice,,,
,13R-07-R4,,,"North Carolina Dept. of Environment & Natural Resources, Orange County Board of Commissioners",2007-06-29,2009-11-23,878.0,,pending,,,,,,,,,,,,,,,,,,,,,,,,race, religion,,cpi,Pending, age, disability,
,13R-10-R5,,,Illinois EPA ,2006-04-19,2013-04-23,2561.0,,resolved: agreement,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Closed - Settlement,,,
,13R-12-R4,,,Florida Dept. of Environmental Protection,2012-07-18,2012-12-07,142.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,cpi,Denied,,,
,13R-13-R6,,,"Texas Commission on Environmental Quality, Waller County",2013-08-09,2014-07-02,327.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Dismissed without prejudice; Denied - Financial,,,
,13R-97-R9,,,Los Angeles County Department of Regional Planning,1997-11-08,1998-08-24,289.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, color,,cpi,Denied - Financial, national origin,,
,13R-98-R6,,,Louisiana Dept. of Environmental Quality,1998-11-10,2001-11-30,1116.0,,closed: complaint withdrawn,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Closed - Withdrawn,,,
,13R-99-R6,,,New Mexico Environment Dept.,1999-05-13,2001-12-17,949.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, national origin,,cpi,Denied - Moot,,,
,14R-00-R2,,,New Jersey Dept. of Environmental Protection,2000-10-04,2005-09-04,1796.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Dismissed without prejudice,,,
,14R-04-R9,,,Fort Ord Reuse Authority ,2004-03-08,2005-10-07,578.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race, religion,,cpi,Denied - Financial, income,,
,14R-05-R4,,,University of Florida,2005-02-17,2008-03-20,1127.0,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Denied - Untimely,,,
,14R-06-R6,,,"Texas Commission on Environmental Quality, Galveston County Health District",,2009-01-26,,,rejected,,,,,,,,,,,,,,,,,,,,,,,,race,,,cpi,Denied - Untimely,,,
