epa_file_#,named_entity_x,clean_date_received_x,detailed_status,simplified status,Reason for rejection (if applicable),Date of EPA decision,"Presidential administration (considering, if pending; decided, if not)",Environmental Justice Issue(s) Cited,Alleged Discrimination Basis,City,State,ZIP code,Community Impacted,Filed by a lawyer?,Group filing,Filed on behalf of,Is this an EPA-initiated compliance review?,Does the complaint seem to be about an environmental justice matter? ,Notes on EJ categorization,Is there more than one complaint about the matter?,All related complaint numbers,"Total related complaints (includes situations where they're all unique, e.g. complaints filed at different times)","Count this as a unique complaint? (If part of a split complaint, the case with the highest EPA action status is marked ""yes"")",Complaint link,Notes,Additional notes,status check
02r-15-r3,Balt. County (MD) Dept. of Public Works,2015-01-23,rejected 3/31/2015: lack of current jurisdiction,rejected,Lack of current jurisdiction,3/31/2015,Obama,"Note: Appears to have been filed with the Federal Highway Administration originally (unclear if referred or cross-filed). Agency has a ""discriminatory allocation of curbing and sewers for roads and residential developments in Baltimore County. For example, comparing the adjacent Caucasian neighborhood of Oak Park and the complainant’s African-American neighborhood in Halethorpe, predominantly all of the blocks in Oak Park have curbs and sewers, whereas fewer than half of the blocks in the complainant’s neighborhood had curbs and sewers. ...  Indeed, the development of Oak Park exacerbated the runoff to – and thus caused residential flooding in – the adjacent, downhill [redacted] in complainant’s African-American neighborhood.""",Title VI: Race,Halethorpe,MD,not disclosed,Predominantly Black community,Yes,Attorney Lawrence J. Joseph,Redacted individual,No,Yes,,,,1,Yes,https://www.epa.gov/system/files/documents/2022-08/02R-15-R3%20Complaint%20Redacted.pdf,"""The complainant anticipates that BCPWD will claim that it bases its allocation of curbing and sewers on factors other than race, such as requiring new developments to pay for those services as part of the construction process. Even assuming that that were true, BCPWD cannot deny either (1) that a “services-to-new-developments” policy disparately impacts older, minority neighborhoods, or (2) the development of the Oak Park neighborhood on wetlands exacerbated the runoff to and thus also caused residential flooding in complainant’s adjacent, downhill African-American neighborhood.""",,Rejected 3/31/2015: Lack of Current Jurisdiction
01r-15-r4,AL Dept. of Corrections,2015-01-05,rejected and referred (doj) 3/27/2015: lack of jurisdiction,rejected and referred,Lack of jurisdiction,3/27/2015,Obama,State isn't enforcing nonsmoking laws in Alabama prison,Unknown (envir. conditions),not disclosed,AL,not disclosed,inmates,No,Redacted individual,,No,No,It's about smoking. No protected class mentioned.,,,1,Yes,https://www.epa.gov/system/files/documents/2022-08/01R-15-R4%20Complaint_Redacted.pdf,Appears to be filed by the same person who filed the other Alabama prison complaint about smoking: 21u-15-r4,,Rejected and Referred (DOJ) 3/27/2015: Lack of Jurisdiction
21r-14-r9,"Guam Office, U.S. EPA; U.S. EPA Region 9",2014-12-08,"rejected 5/13/2015: lack of recipient (epa is not “recipient” under the civil rights laws), no timeframe identified for discriminatory act",rejected,"lack of jurisdiction, no timeframe identified for discriminatory act",5/13/2015,Obama,Says Guam is disproportionately affected by a programmatic condition that states and tribes responding to a survey don't have to get approval from EPA to spend certain funds because (I think) Guam was not included in the survey,Title VI: Race,Barrigada,GU,96921,Pacific Islanders,No,Redacted individual,,No,No,"It's about EPA funding rules. So it doesn't count as an EJ complaint under EPA's rules, but beyond that, it's not about pollution or other environmental impacts.",,,1,Yes,https://www.epa.gov/system/files/documents/2022-08/21R-14-R9%20Complaint_Redacted.pdf,,,"Rejected 5/13/2015: Lack of Recipient (EPA is not “recipient” under the civil rights laws), no timeframe identified for discriminatory act"
20r-14-r4,City of Chattanooga-Hamilton Co Air Pollution Control Bureau (TN),2014-11-06,"rejected 2/11/2016: discriminatory act unclear, untimely filed",rejected,"discriminatory act unclear, untimely",2/11/2016,Obama,"Referred by DOJ. Complaining groups say ""false allegations of EPA regulatory violations"" made by the Chattanooga-Hamilton County Air Pollution Control Bureau, related to asbestos removal, resulted in criminal charges for an African American person. Groups say the agency is engaged in racial discrimination and environmental racism, has falsified documents and selectively enforces EPA regulations on toxic waste removal in the African American community.",Title VI: Race,Chattanooga,TN,37415,,Possibly,National Action Network; Southern Christian Leadership Conference; redacted groups/individuals,,No,Yes,But note that this wasn't intended to be an EPA EJ complaint. It was filed with the DOJ.,,,1,Yes,https://www.epa.gov/system/files/documents/2022-08/20R-14-R4%20Complaint_Redacted.pdf,"Was sent to DOJ in 2012 as a request for a meeting and intervention; didn't get referred to EPA until 2014. One of the reasons EPA rejected it: ""untimely filed.""",,"Rejected 2/11/2016: Discriminatory Act unclear, untimely filed"
19no-14-r1,Mass DEP,2014-10-29,"admin closure 7/29/2016: lack of discriminatory act, lack of complainant to clarify",rejected,"lack of discriminatory act, lack of complainant to clarify",7/29/2016,Obama,Email with concerns about the agency's access options for people with limited English proficiency,Title VI: National Origin,not disclosed,MA,not disclosed,Limited English proficiency residents,No,Redacted individual,,No,Yes,"Classified this as ""yes"" because the email's reference to LEP access issues does seem to fall within the parameters of EPA's EJ focus. But it's a short email rather than a full complaint, so further details aren't available.",,,1,Yes,https://www.epa.gov/system/files/documents/2022-08/19NO-14-R1%20Complaint_Redacted.pdf,,,"Admin Closure 7/29/2016: Lack of Discriminatory Act, Lack of Complainant to Clarify"
18r-14-r4,City of Flovilla (GA),2014-10-23,Rejected 8/28/2015: Lack of Discriminatory Act,rejected,lack of discriminatory act,8/28/2015,Obama,"Referred by OSHA; this is an employment termination complaint. Complainant said they were fired by the city for raising concerns about poor quality of the drinking water, lack of safety training/supplies and time-off decisions.",Title VI: Retaliation,Flovilla,GA,30216,not mentioned,No,Redacted individual,,No,Possibly,It mentions water quality but not any affected people/groups,,,1,Yes,https://www.epa.gov/system/files/documents/2022-08/18r-14-R4%20Complaint_Redacted.pdf,,,Rejected 8/28/2015: Lack of Discriminatory Act
17r-14-r4,City of Atlanta (GA) Watershed Mgmt.,2014-10-22,"admin closure 11/13/2014: complaint already w/osha, osha had sent as courtesy re: sdwa violation reporting","closed: complaint with other agency, which sent it as a courtesy",,11/13/2014,Obama,"Referred by OSHA (concurrent to their own investigation); whistleblower complaint. Employee says they were retaliated against after complaining about acts that ""render Atlanta's drinking water unsafe,"" including chemicals in the water and failure to comply with federal water-safety laws.",Title VI: Retaliation,Atlanta,GA,not disclosed,not mentioned,Yes,The Katz Law Group,Redacted individual,No,Possibly,It mentions water-safety hazards but not any affected people/groups,,,1,N/A,https://www.epa.gov/system/files/documents/2022-08/17r-14-R4%20Complaint_Redacted.pdf,,,"Admin Closure 11/13/2014: Complaint already w/OSHA, OSHA had sent as courtesy re: SDWA violation reporting"
15u-14-r4,NC Dept. of Public Safety,2014-10-14,rejected and referred (nc deq) 2/12/2016: lack of jurisdiction,rejected and referred,Lack of jurisdiction,2/12/2016,Obama,"Lawyer says he was contacted by several inmates at the North Carolina Correctional Institute for Women, who say they're being exposed to toxic chemicals through their work with paint and paint thinner on license plates. They say people are falling ill and one woman died. The state attorney general's office told him OSHA rules don't apply to prisoners doing work.",Unknown (envir. conditions),Raleigh,NC,27610,inmates,Yes,Attorney Christopher Anglin,unnamed inmantes,No,Possibly,"But it's a work exposure issue in a prison, so it's probably not an environmental justice issue",,,1,Yes,https://www.epa.gov/system/files/documents/2022-08/15R-14-R4%20Complaint%20MFR%20%28NR%29.pdf,,,Rejected and Referred (NC DEQ) 2/12/2016: Lack of Jurisdiction
16no-14-r5,Oneida Reservation,2014-10-14,Rejected and Referred (Oneida Nation Environmental Office) 4/20/2015: Lack of Discriminatory Act,rejected and referred,lack of discriminatory act,4/20/2015,Obama,"Complainant says the tribe and adjoining village use separate companies for garbage pickup, which is more costly and led to a potentially dangerous increase in garbage truck traffic",Title VI: National Origin,Oneida,WI,54155,Indigenous residents,No,Redacted individual,,No,No,It's a complaint about contracting; no environmental issues,,,1,Yes,https://www.epa.gov/system/files/documents/2022-08/16NO-14-R5%20Complaint_Redacted.pdf,,,Rejected and Referred (Oneida Nation Environmental Office) 4/20/2015: Lack of Discriminatory Act
14r-14-r4,NC DOT,2014-09-18,rejected and referred (usdot) 4/3/2017: lack of jurisdiction,rejected and referred,Lack of jurisdiction,4/3/2017,Trump,"Crossfiled to USDOT and DOJ as well as EPA. Complaint includes references to the spread of ""arsenic and lead contaminants throughout an 85% low-income African American community"" after a highway was built through areas of industrial pollution. ""The site clean-up should be completed before the construction of the bypass and overpass at the Craftique Furniture site.""",Title VI: Race,Mebane,NC,27302,Predominantly Black community,No,West End Revitalization Association,,No,Yes,,,,1,Yes,https://www.epa.gov/system/files/documents/2022-08/14R-14-R4%20Complaint_Redacted.pdf,,,Rejected and Referred (USDOT) 4/3/2017: Lack of Jurisdiction
13r-14-r6,Albuquerque-Bernalillo County Air Quality Control Board (NM); City of Albuquerque Air Quality Division,2014-09-16,pending: in informal resolution negotiation,pending: in informal resolution agreement negotiation,,Not yet decided,Biden,"Agencies have a history of ""marginalizing minority communities so that they are exposed to an unequal burden of air pollution and the concomitant adverse health effects."" Those include permit decisions and refusing to hear complainant's petition to require officials take cumulative air impacts into account.",Title VI: Race,Albuquerque and Bernalillo County,NM,multiple,Communities of color and low-income communities,,New Mexico Environmental Law Center,SouthWest Organizing Project,No,Yes,,,,1,Yes,https://www.epa.gov/system/files/documents/2022-08/13R-14-R6%20Complaint%20NR.pdf,,,Pending: In Informal Resolution Negotiation
11r-14-r4,NC DEQ,2014-09-03,resolved and closed through adr settlement: 5/7/2018,resolved: alternative dispute resolution settlement,,5/7/2018,Trump,"DEQ's general permit allowing swine operations to use ""grossly inadequate and outdated systems of controlling animal waste and little provision for government oversight"" disprorportionately impacts people of color",Title VI: Race,multiple,NC,multiple,"Black, Latino and Native American residents",Yes,Earthjustice,North Carolina Environmental Justice Network; Rural Empowerment Association for Community Help; Waterkeeper Alliance,No,Yes,,"Yes, a supplemental complaint was added later for intimidation","37r-16-r4, 11r-14-r4",2,Yes,https://www.epa.gov/system/files/documents/2022-08/11R-14-R4%20Complaint%20Redacted.PDF,"EPA in the final days of the Obama administration wrote a letter of ""deep concern"" to DEQ about its actions: https://www.epa.gov/sites/default/files/2018-05/documents/letter_of_concern_to_william_g_ross_nc_deq_re_admin_complaint_11r-14-r4_.pdf. DEQ and complainants reached a settlement agreement through EPA's alternative dispute resolution process in 2018. EPA said in this letter that it was not a party to the agreement and would not monitor it, but would respond to complaints: https://www.epa.gov/sites/default/files/2018-05/documents/2018-5-7_ncdeq_reach_closure_letter_per_adr_agreement_11r-14-r4_recipien.pdf",,Resolved and Closed Through ADR Settlement: 5/7/2018
12nod-14-r6,Lyondell Chemical Corp (TX),2014-08-25,"rejected 2/11/2016: untimely filed, lack of discriminatory act, lack of jurisdiction",rejected,"untimely, lack of discriminatory act, lack of jurisdiction",2/11/2016,Obama,Referred by DOJ. Complaint involves workplace exposure to toxic substances.,"Title VI: National Origin
Section 504: Disability",not disclosed,not disclosed,not disclosed,Workers,No,Redacted individual,,No,No,"It's a workplace exposure, no discriminatory act cited",,,1,Yes,https://www.epa.gov/system/files/documents/2022-08/12NO%20d14-R6%20Complaint_Redacted.pdf,Individual filed the complaint from El Salvador,,"Rejected 2/11/2016: Untimely filed, Lack of Discriminatory Act, Lack of Jurisdiction"
10no-14-r10,Lane Regional Air Protection Agency (OR),2014-08-05,resolved through informal resolution agreement: 9/23/2019; in monitoring,resolved: informal resolution agreement,,9/23/2019,Trump,"Agency issued a permit allowing Seneca Sustainable Energy to emit fine particulate matter ""without analyzing the potential for disproportionate environmental and human health effects on nearby environmental justice communities.""",Title VI: National Origin,Eugene,OR,not disclosed,"Community of color, predominantly Latino",Yes,Beyond Toxics,,No,Yes,,,,1,Yes,https://www.epa.gov/system/files/documents/2022-08/10NO-14-R10%20Complaint%20NR.pdf,,,Resolved Through Informal Resolution Agreement: 9/23/2019; In Monitoring
09r-14-r4,NC Dept. of Public Safety – Green Corr. Inst,2014-07-07,rejected and referred (doj) 5/5/2015: lack of jurisdiction,rejected and referred,Lack of jurisdiction,5/5/2015,Obama,An unlicensed inmate working on the AC on the prison released freon into the air,Title VI: Race,Maury,NC,28554,Inmates,No,Redacted individual,,No,No,No discriminatory act or protected class cited. Seems more like a safety or potentially OSHA workplace issue.,,,1,Yes,https://www.epa.gov/system/files/documents/2022-08/09R-14-R4%20Complaint_Redacted.pdf,,,Rejected and Referred (DOJ) 5/5/2015: Lack of Jurisdiction
07a-14-r9,North Coast Regional Water Quality Control Board (CA),2014-06-19,rejected 6/10/2015: unripe for investigation,rejected,unripe for investigation,6/10/2015,Obama,"Note: This was sent to a regional EPA administrator, so the complainant might not have been thinking of this as a Title VI complaint. Complainant says the water quality control board handling of the Elk River (not developing Total Maximum Daily Loads for pollutants fouling it) fails to provide equal protection under the law to people reliant on that water.","Age Discrimination Act: Age
Title VI: Race",Eureka,CA,95503,Residents,No,Redacted individual,,No,Yes,"I'm marking it yes because the EPA cited race and age discrimination as the relevant categories, and it is about environmental pollution, but the letter itself doesn't mention race/age discrimination.",,,1,Yes,https://www.epa.gov/system/files/documents/2022-08/07A-14-R9%20Complaint_Redacted.pdf,"Related: https://www.wildcalifornia.org/post/environmental-groups-move-to-intervene-in-elk-river-water-quality-lawsuit
https://www.northcoastjournal.com/humboldt/the-battle-for-elk-river/Content?oid=16715096",,Rejected 6/10/2015: Unripe for Investigation
